CRASH DATE,hour,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3
9/30/2021,20,40.8351000,-73.9382300,0,0,0,0,Turning Improperly,Unspecified,
9/30/2021,13,40.7199330,-73.9787600,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
9/30/2021,13,40.7541770,-73.9846040,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,
9/30/2021,21,40.7522000,-73.9934800,1,0,0,0,Turning Improperly,Unspecified,
9/30/2021,19,40.7931860,-73.9405700,1,0,0,0,Traffic Control Disregarded,Unsafe Speed,
9/30/2021,8,40.7717800,-73.9792000,1,0,1,0,View Obstructed/Limited,,
9/30/2021,10,,,0,0,0,0,Backing Unsafely,Unspecified,
9/30/2021,16,40.7845155,-73.9498247,1,0,1,0,Driver Inattention/Distraction,,
9/30/2021,16,40.7711550,-73.9796523,0,0,0,0,Other Vehicular,Unspecified,
10/1/2021,16,40.7047580,-74.0149700,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,7,40.7998960,-73.9665600,0,0,0,0,Backing Unsafely,Unspecified,
10/1/2021,8,40.7489850,-73.9799650,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,18,40.7334560,-73.9855000,1,0,0,0,View Obstructed/Limited,Passing or Lane Usage Improper,
10/1/2021,13,40.7920900,-73.9736560,1,0,0,0,Unsafe Speed,Unspecified,
10/1/2021,13,40.7578740,-73.9818950,0,0,0,0,Unspecified,,
10/1/2021,10,40.7919040,-73.9415100,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/1/2021,0,40.8191400,-73.9371900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,12,40.7408700,-73.9879900,0,0,0,0,Following Too Closely,Unspecified,
10/1/2021,19,40.7119750,-73.9978200,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,6,40.7456800,-73.9721300,1,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,
10/1/2021,8,40.7577320,-73.9968600,0,0,0,0,Passing Too Closely,Failure to Yield Right-of-Way,
10/1/2021,16,40.7463000,-73.9716640,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,12,40.7149280,-74.0079500,1,0,1,0,Unspecified,,
10/1/2021,23,40.7780460,-73.9480800,0,0,0,0,Backing Unsafely,Unspecified,
10/1/2021,15,40.7114830,-73.9874040,0,0,0,0,Unspecified,,
10/1/2021,11,40.7545700,-73.9716900,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/1/2021,21,40.7372200,-73.9814000,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/1/2021,16,40.7621270,-73.9973900,0,0,0,0,Unspecified,Unspecified,
10/1/2021,17,40.7269550,-74.0034560,1,0,0,0,Unspecified,Unspecified,
10/1/2021,20,40.7690050,-73.9923550,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,16,40.7832400,-73.9745500,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/1/2021,23,40.7178880,-73.9980900,0,0,0,0,,,
10/1/2021,15,40.8481180,-73.9308900,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,19,40.7681920,-73.9706650,0,0,0,0,Other Vehicular,Following Too Closely,
10/1/2021,13,40.7382500,-73.9797300,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,20,40.7214470,-73.9974060,1,0,1,0,Driver Inattention/Distraction,,
10/1/2021,21,40.7679180,-73.9857250,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified
10/1/2021,5,40.8587400,-73.9301200,0,0,0,0,Unspecified,,
10/1/2021,13,40.7966000,-73.9290000,0,0,0,0,Unspecified,,
10/1/2021,14,40.7412720,-73.9753500,1,0,0,0,Driver Inexperience,Unspecified,
10/1/2021,17,40.7522800,-73.9897000,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/1/2021,18,40.8001600,-73.9353800,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,7,40.7591400,-73.9683460,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
10/1/2021,20,40.8429150,-73.9366000,0,0,0,0,Unspecified,Unspecified,
10/1/2021,20,40.7534750,-73.9906000,0,0,0,0,Unspecified,Unspecified,
10/1/2021,17,40.7946130,-73.9321000,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/1/2021,15,40.7909970,-73.9493100,0,0,0,0,Unspecified,,
10/1/2021,13,40.7627370,-73.9597000,0,0,0,0,Unspecified,Unspecified,
10/1/2021,22,40.8242650,-73.9408700,0,0,0,0,Unspecified,Unspecified,
10/1/2021,18,40.7842450,-73.9471000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/1/2021,12,40.7076700,-74.0031100,1,0,1,0,Backing Unsafely,,
10/1/2021,9,40.8340500,-73.9429000,0,0,0,0,Turning Improperly,Unspecified,
10/1/2021,10,40.7749060,-73.9769200,0,0,0,0,Turning Improperly,Unspecified,
10/1/2021,11,40.8384262,-73.9416888,0,0,0,0,Unspecified,,
10/1/2021,7,40.7741151,-73.9886270,0,0,0,0,Passing Too Closely,Unspecified,
10/2/2021,17,40.8029700,-73.9384400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/2/2021,1,40.7448700,-73.9995700,0,0,0,0,Unspecified,,
10/2/2021,2,40.7927130,-73.9692500,0,0,0,0,Outside Car Distraction,Unspecified,Unspecified
10/2/2021,20,40.8011550,-73.9596560,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/2/2021,3,40.8188000,-73.9560240,0,0,0,0,Unspecified,,
10/2/2021,16,40.8276330,-73.9357700,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/2/2021,14,40.7608220,-73.9983200,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/2/2021,4,40.8679500,-73.9270100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/2/2021,1,40.7389950,-73.9795500,0,0,0,0,Unspecified,Unspecified,Unspecified
10/2/2021,19,40.7416420,-73.9974440,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/2/2021,16,40.7180940,-74.0013350,0,0,0,0,Following Too Closely,Unspecified,
10/2/2021,11,40.7466900,-73.9920960,0,0,0,0,Unspecified,Unspecified,
10/2/2021,11,40.7891240,-73.9429400,0,0,0,0,Unspecified,Unspecified,
10/2/2021,19,40.7496030,-73.9795100,0,0,0,0,Driver Inexperience,Unspecified,
10/2/2021,12,40.8065200,-73.9445950,0,0,0,0,Other Vehicular,Unspecified,
10/2/2021,18,40.7224000,-73.9916500,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
10/2/2021,8,40.8472100,-73.9397900,1,0,0,0,Unspecified,Unspecified,
10/2/2021,18,40.8025600,-73.9430000,1,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,
10/2/2021,14,40.8126030,-73.9456700,2,0,0,0,Other Vehicular,Brakes Defective,
10/2/2021,1,40.8239820,-73.9522550,0,0,0,0,Unspecified,,
10/2/2021,13,40.7515750,-73.9822850,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,
10/2/2021,13,40.7999760,-73.9586260,1,0,0,0,Passenger Distraction,Unspecified,
10/2/2021,15,40.7669600,-73.9638600,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/2/2021,9,40.7495900,-74.0027900,0,0,0,0,Unspecified,,
10/2/2021,15,40.7885860,-73.9552900,0,0,0,0,Turning Improperly,Unspecified,
10/2/2021,22,40.7721560,-73.9559100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/2/2021,12,40.8252300,-73.9397350,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/2/2021,16,40.7174640,-74.0053000,1,0,0,0,Unspecified,Unspecified,
10/2/2021,2,40.7323500,-73.9849550,1,0,1,0,Failure to Yield Right-of-Way,,
10/2/2021,12,40.7247500,-73.9804300,0,0,0,0,Passing Too Closely,Outside Car Distraction,
10/2/2021,2,40.7254300,-73.9967800,1,0,0,0,Following Too Closely,Unspecified,
10/2/2021,3,40.7830540,-73.9448850,0,0,0,0,Backing Unsafely,Unspecified,
10/2/2021,10,40.8161000,-73.9535000,0,0,0,0,Unspecified,Unspecified,
10/2/2021,16,40.7507630,-73.9744500,0,0,0,0,Following Too Closely,Unspecified,
10/2/2021,0,40.7482450,-73.9762950,0,0,0,0,Brakes Defective,,
10/2/2021,13,40.8037260,-73.9537600,0,0,0,0,Turning Improperly,Unspecified,
10/2/2021,15,40.7784761,-73.9854489,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/2/2021,0,40.7609829,-73.9649873,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/3/2021,2,40.7499120,-73.9958400,0,0,0,0,Unspecified,,
10/3/2021,19,40.7668700,-73.9597850,0,0,0,0,Following Too Closely,Unspecified,
10/3/2021,3,40.7386470,-73.9847640,0,0,0,0,Unspecified,Unspecified,
10/3/2021,11,40.8118300,-73.9611200,1,0,0,0,Unspecified,Unspecified,
10/3/2021,9,40.7999530,-73.9527400,1,0,0,0,Unspecified,Unspecified,
10/3/2021,22,40.8645000,-73.9190400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,12,40.8248250,-73.9506600,0,0,0,0,Unspecified,Unspecified,
10/3/2021,3,40.7182920,-73.9824800,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/3/2021,22,,,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,1,40.7229300,-73.9886500,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,17,40.7478520,-73.9929100,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
10/3/2021,3,40.7499730,-74.0025250,0,0,0,0,Unsafe Lane Changing,Unspecified,
10/3/2021,13,0.0000000,0.0000000,0,0,0,0,Unspecified,,
10/3/2021,2,40.7187200,-73.9906200,0,0,0,0,Unspecified,,
10/3/2021,12,40.7748530,-73.9806700,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
10/3/2021,0,40.7360040,-73.9936200,0,0,0,0,Following Too Closely,Unspecified,
10/3/2021,16,0.0000000,0.0000000,0,0,0,0,Passenger Distraction,Unspecified,
10/3/2021,13,0.0000000,0.0000000,1,0,0,0,Turning Improperly,Unspecified,
10/3/2021,13,40.7359900,-73.9894600,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,19,40.8032700,-73.9581200,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
10/3/2021,7,40.7217400,-74.0052300,1,0,0,0,Unspecified,Unspecified,
10/3/2021,4,40.8273770,-73.9448300,0,0,0,0,Following Too Closely,Unspecified,
10/3/2021,3,40.7185820,-73.9917500,0,0,0,0,Oversized Vehicle,Unspecified,
10/3/2021,10,0.0000000,0.0000000,1,0,0,0,Unspecified,,
10/3/2021,17,40.7332880,-74.0050000,1,0,1,0,Driver Inexperience,,
10/3/2021,0,40.7457900,-73.9907150,0,0,0,0,Unspecified,Unspecified,
10/3/2021,22,40.8340600,-73.9448850,1,0,0,0,Driver Inexperience,Unspecified,
10/3/2021,20,40.7896960,-73.9402600,0,0,0,0,Unspecified,,
10/3/2021,11,40.7470660,-73.9792500,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,19,40.7446100,-73.9968950,2,0,0,0,Turning Improperly,Unsafe Speed,
10/3/2021,4,40.8159400,-73.9452440,0,0,0,0,Alcohol Involvement,Unspecified,
10/3/2021,22,40.7608570,-73.9610750,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,0,40.7212500,-73.9922400,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/3/2021,16,0.0000000,0.0000000,1,0,0,0,Passing or Lane Usage Improper,Turning Improperly,
10/3/2021,16,40.8723140,-73.9127400,2,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,19,40.7759200,-73.9531700,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/3/2021,18,40.7615660,-73.9636400,0,0,0,0,Unspecified,,
10/3/2021,22,40.8398300,-73.9423600,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified
10/3/2021,18,40.7193950,-74.0018900,2,0,0,0,Unspecified,,
10/3/2021,15,40.8162860,-73.9568076,0,0,0,0,Passing Too Closely,Unspecified,
10/3/2021,9,40.7772950,-73.9547074,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/3/2021,16,40.8043750,-73.9374200,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,
10/4/2021,15,40.7117770,-73.9997100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/4/2021,19,40.8264270,-73.9504550,2,0,2,0,Failure to Yield Right-of-Way,,
10/4/2021,10,40.7950700,-73.9391900,0,0,0,0,Following Too Closely,Unspecified,
10/4/2021,10,40.7313100,-73.9846650,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,
10/4/2021,7,40.7921140,-73.9413450,0,0,0,0,Unspecified,,
10/4/2021,7,40.7261800,-73.9912800,0,0,0,0,,,
10/4/2021,16,40.7553000,-73.9753500,0,0,0,0,Traffic Control Disregarded,Unspecified,
10/4/2021,14,40.7911900,-73.9656450,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/4/2021,11,40.7589800,-73.9624400,1,0,1,0,Driver Inattention/Distraction,,
10/4/2021,11,40.8090860,-73.9485900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/4/2021,17,40.7612340,-73.9638900,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/4/2021,18,40.7460370,-73.9905240,1,0,1,0,Driver Inattention/Distraction,,
10/4/2021,16,40.8107640,-73.9526000,0,0,0,0,Unspecified,Unspecified,
10/4/2021,21,40.8636900,-73.9170700,2,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/4/2021,20,40.7213600,-73.9971600,1,0,1,0,Failure to Yield Right-of-Way,,
10/4/2021,7,40.8326300,-73.9354400,0,0,0,0,Passing Too Closely,Unspecified,
10/4/2021,19,40.7465360,-73.9859540,2,0,2,0,Failure to Yield Right-of-Way,,
10/4/2021,13,40.7507630,-73.9744500,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/4/2021,15,40.7366900,-73.9931260,1,0,1,0,Brakes Defective,,
10/4/2021,15,40.7697500,-73.9606100,0,1,0,1,Driver Inattention/Distraction,,
10/4/2021,12,40.8221958,-73.9447134,0,0,0,0,Unspecified,,
10/4/2021,5,40.8672760,-73.9192147,0,0,0,0,Driver Inattention/Distraction,,
10/4/2021,18,40.7520589,-74.0009817,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/4/2021,14,40.8468032,-73.9318503,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/4/2021,20,40.8393700,-73.9415360,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/5/2021,23,40.7498780,-73.9957660,0,0,0,0,Unspecified,,
10/5/2021,11,40.7630420,-73.9565350,0,0,0,0,Driver Inexperience,Driver Inexperience,
10/5/2021,7,40.7372200,-73.9814000,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/5/2021,21,40.7261800,-73.9912800,0,0,0,0,Reaction to Uninvolved Vehicle,,
10/5/2021,14,40.8140530,-73.9348400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/5/2021,9,40.7754300,-73.9839800,0,0,0,0,Passing Too Closely,Unspecified,
10/5/2021,15,40.7800640,-73.9470500,0,0,0,0,Unspecified,Unspecified,
10/5/2021,22,40.7601240,-73.9926500,0,0,0,0,Backing Unsafely,Unspecified,
10/5/2021,20,40.7622400,-73.9918600,1,0,0,0,Unspecified,Unspecified,
10/5/2021,23,40.7806900,-73.9466000,1,0,0,0,Alcohol Involvement,Unspecified,
10/5/2021,15,40.7490730,-73.9994600,0,0,0,0,Backing Unsafely,Following Too Closely,
10/5/2021,15,40.7404800,-73.9910600,0,0,0,0,Oversized Vehicle,Unspecified,
10/5/2021,8,40.7451300,-73.9869600,0,0,0,0,Following Too Closely,Unspecified,
10/5/2021,17,40.7656060,-73.9720300,2,0,0,0,Unsafe Lane Changing,Unspecified,
10/5/2021,18,40.8145560,-73.9624900,0,0,0,0,Unspecified,,
10/5/2021,12,40.7927250,-73.9473950,1,0,0,0,Backing Unsafely,Unspecified,
10/5/2021,12,40.7684330,-73.9869600,0,0,0,0,Unspecified,Unspecified,
10/5/2021,8,40.7382160,-73.9856800,0,0,0,0,Passing Too Closely,Unspecified,
10/5/2021,12,40.7470700,-73.9910700,0,0,0,0,Driver Inexperience,Unspecified,
10/5/2021,18,40.7370500,-73.9928500,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,
10/5/2021,0,40.8115100,-73.9464900,0,0,0,0,Other Vehicular,,
10/5/2021,10,40.7507440,-73.9786760,0,0,0,0,Driver Inattention/Distraction,,
10/5/2021,10,40.7466800,-73.9745000,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/5/2021,21,40.7184300,-74.0005340,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/5/2021,9,40.7079660,-74.0135960,0,0,0,0,Unspecified,Unspecified,
10/5/2021,11,40.7268680,-73.9889140,0,0,0,0,Unspecified,,
10/5/2021,17,40.7553560,-73.9774250,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,
10/5/2021,16,40.7422520,-73.9776900,1,0,0,0,Unspecified,Unspecified,
10/5/2021,14,40.7099040,-74.0155400,0,0,0,0,Turning Improperly,Unspecified,
10/5/2021,22,40.8290820,-73.9410860,1,0,1,0,Unspecified,,
10/5/2021,9,40.7441000,-73.9897700,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
10/5/2021,10,40.7722100,-73.9821850,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/5/2021,14,40.8046720,-73.9381600,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/5/2021,14,40.8461380,-73.9342400,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/5/2021,15,40.8247570,-73.9405200,1,0,0,0,Other Vehicular,Unspecified,
10/5/2021,19,40.8358080,-73.9355600,0,0,0,0,Unspecified,,
10/5/2021,9,40.7766840,-73.9830550,0,0,0,0,Unspecified,Unspecified,
10/5/2021,15,40.7357435,-73.9925888,1,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/5/2021,19,40.7198654,-73.9897554,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/5/2021,14,40.7388307,-73.9831481,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/5/2021,12,40.7748523,-73.9806585,1,0,0,0,Other Vehicular,Unspecified,
10/5/2021,17,40.7379177,-73.9922237,0,0,0,0,View Obstructed/Limited,,
10/5/2021,10,40.7152372,-74.0133794,1,0,1,0,Failure to Yield Right-of-Way,,
10/6/2021,20,40.7188340,-74.0087800,0,0,0,0,Unspecified,,
10/6/2021,18,40.7530000,-73.9698940,0,0,0,0,Unspecified,Unspecified,
10/6/2021,18,40.8079070,-73.9458400,0,0,0,0,Other Vehicular,Driver Inexperience,
10/6/2021,17,40.7938300,-73.9370200,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/6/2021,13,40.7206540,-73.9925600,1,0,0,0,Following Too Closely,Unspecified,
10/6/2021,23,40.7927500,-73.9713200,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/6/2021,16,40.8358080,-73.9355600,0,0,0,0,Unspecified,,
10/6/2021,20,40.8648950,-73.9191300,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/6/2021,16,40.7832450,-73.9447300,0,0,0,0,Unspecified,,
10/6/2021,12,40.7391000,-74.0010150,1,0,0,0,Outside Car Distraction,,
10/6/2021,15,40.7591970,-73.9846300,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/6/2021,9,40.7987940,-73.9379500,0,0,0,0,Backing Unsafely,Unspecified,Unspecified
10/6/2021,9,40.7171000,-73.9986000,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/6/2021,11,40.7230200,-73.9799800,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/6/2021,10,40.7253950,-74.0058500,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/6/2021,8,40.8669850,-73.9199800,0,0,0,0,Unspecified,Unspecified,
10/6/2021,16,40.7595860,-73.9680560,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/6/2021,15,40.8057300,-73.9385500,0,0,0,0,Unspecified,Unspecified,
10/6/2021,19,40.7191280,-74.0051700,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified
10/6/2021,3,40.7642800,-73.9730200,1,0,0,0,Unspecified,Unspecified,Unspecified
10/6/2021,17,40.7966800,-73.9349200,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,
10/6/2021,22,40.8153040,-73.9437100,2,0,0,0,Unspecified,Unspecified,
10/6/2021,9,40.7168120,-73.9977700,0,0,0,0,Unsafe Lane Changing,Unspecified,
10/6/2021,17,40.7836300,-73.9435300,0,0,0,0,Unspecified,Unspecified,
10/6/2021,19,,,1,0,1,0,Failure to Yield Right-of-Way,,
10/6/2021,11,40.7609926,-73.9907590,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
10/6/2021,6,40.7468134,-74.0079578,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified
10/6/2021,8,40.7576718,-73.9948239,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,
10/6/2021,12,40.7440605,-74.0068099,0,0,0,0,Following Too Closely,Unspecified,
10/6/2021,17,40.7589810,-73.9959428,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/6/2021,14,40.7333949,-73.9909190,0,0,0,0,Unspecified,,
10/6/2021,14,40.7622904,-73.9861058,0,0,0,0,Following Too Closely,Unspecified,
10/6/2021,7,40.7721666,-73.9917575,1,0,1,0,Backing Unsafely,,
10/6/2021,6,40.7976440,-73.9508548,0,0,0,0,Passing Too Closely,Unspecified,
10/7/2021,0,40.7589800,-73.9624400,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/7/2021,18,40.7501000,-73.9749450,1,0,1,0,Driver Inattention/Distraction,,
10/7/2021,8,40.7123070,-73.9943700,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/7/2021,9,40.7804370,-73.9498900,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/7/2021,10,40.7216720,-73.9920350,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,
10/7/2021,0,40.8143730,-73.9414750,0,0,0,0,Following Too Closely,Unspecified,
10/7/2021,15,40.7506600,-73.9877850,1,0,1,0,Driver Inattention/Distraction,,
10/7/2021,15,40.8183940,-73.9508900,1,0,0,0,Unspecified,Unspecified,
10/7/2021,10,40.7981400,-73.9405100,0,0,0,0,Unsafe Lane Changing,Unspecified,
10/7/2021,6,40.7696340,-73.9484100,1,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,
10/7/2021,13,40.7337380,-73.9771900,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,
10/7/2021,20,40.8005070,-73.9679800,1,0,1,0,Failure to Yield Right-of-Way,,
10/7/2021,17,40.7958100,-73.9691100,1,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/7/2021,13,40.7486840,-73.9891500,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/7/2021,16,,,0,0,0,0,Unspecified,,
10/7/2021,14,40.7516560,-73.9901400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/7/2021,11,40.7283860,-73.9777000,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,
10/7/2021,9,40.8024830,-73.9467540,0,0,0,0,Passing Too Closely,,
10/7/2021,9,40.7714600,-73.9943540,0,0,0,0,Unspecified,Unspecified,
10/7/2021,8,40.8053800,-73.9345800,1,0,1,0,Failure to Yield Right-of-Way,,
10/7/2021,18,40.7386860,-73.9958800,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/7/2021,9,40.8012300,-73.9499600,0,0,0,0,Passing Too Closely,Unspecified,
10/7/2021,12,40.8025930,-73.9510300,0,0,0,0,Unsafe Speed,Unspecified,
10/7/2021,16,40.7361640,-73.9789100,1,0,1,0,Failure to Yield Right-of-Way,,
10/7/2021,9,40.7138400,-73.9927300,1,0,1,0,Failure to Yield Right-of-Way,,
10/7/2021,0,40.8548280,-73.9313200,2,0,0,0,Traffic Control Disregarded,Unspecified,
10/7/2021,13,40.7084430,-74.0068900,0,0,0,0,Unspecified,,
10/7/2021,14,40.7310300,-73.9898150,1,0,1,0,Backing Unsafely,,
10/7/2021,10,40.8349200,-73.9442440,0,0,0,0,Driver Inexperience,Unspecified,Unspecified
10/7/2021,14,40.8492850,-73.9389400,0,0,0,0,Traffic Control Disregarded,Unspecified,
10/7/2021,21,40.8549040,-73.9296500,0,0,0,0,Turning Improperly,,
10/7/2021,17,40.7533873,-73.9963040,0,0,0,0,Following Too Closely,Unspecified,
10/7/2021,1,40.7612344,-73.9638843,1,0,0,0,Unspecified,Unspecified,
10/7/2021,7,40.8012713,-73.9362873,0,0,0,0,Following Too Closely,Backing Unsafely,
10/7/2021,18,40.7609926,-73.9907590,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/7/2021,23,40.7341384,-73.9991845,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/7/2021,20,40.8098677,-73.9513113,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,
10/7/2021,18,40.7601559,-73.9987980,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,
10/7/2021,10,40.7580218,-73.9817932,0,0,0,0,Driver Inexperience,Turning Improperly,
10/7/2021,17,40.7434737,-73.9767593,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/7/2021,15,40.8084473,-73.9449951,0,0,0,0,Unsafe Lane Changing,Unspecified,
10/7/2021,14,40.7592705,-73.9808868,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/8/2021,11,40.7760160,-73.9872400,1,0,1,0,View Obstructed/Limited,,
10/8/2021,8,,,0,0,0,0,Backing Unsafely,Unspecified,
10/8/2021,16,40.7820550,-73.9537300,1,0,0,0,Unsafe Lane Changing,Unspecified,
10/8/2021,8,40.7188950,-73.9772400,0,0,0,0,Unspecified,Unspecified,
10/8/2021,0,40.8027500,-73.9335800,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/8/2021,19,40.7213500,-74.0046500,0,0,0,0,Unspecified,Unspecified,
10/8/2021,16,40.7917400,-73.9747500,0,0,0,0,Passing Too Closely,Unspecified,
10/8/2021,14,40.8095470,-73.9418300,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,
10/8/2021,16,40.7572330,-73.9898000,1,0,0,0,Following Too Closely,Following Too Closely,
10/8/2021,8,40.8257560,-73.9509400,0,0,0,0,Passing Too Closely,Unspecified,
10/8/2021,18,40.8264270,-73.9504550,1,0,0,0,Turning Improperly,Unspecified,
10/8/2021,9,40.7882730,-73.9723900,0,0,0,0,Passing Too Closely,Unspecified,
10/8/2021,13,40.7201200,-74.0029300,0,0,0,0,Unspecified,Unspecified,
10/8/2021,19,40.8105300,-73.9620600,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
